PartipantID,Index,Vis,Error,TruePerc,ReportPerc
2014-11-20-20-21,24,BarChart - white,2.6725579,0.5611269,0.4986210
2014-11-20-20-21,25,BarChart - all different color,-0.4836995,0.5366500,0.5425515
2014-11-20-20-21,26,BarChart - white,1.7821145,0.0795732,0.1127162
2014-11-20-20-21,27,BarChart - all same color,1.5999113,0.8311401,0.8020777
2014-11-20-20-21,28,BarChart - mark w/color,-0.8368021,0.2820051,0.2776563
2014-11-20-20-21,29,BarChart - white,2.4603532,0.8895436,0.9433288
2014-11-20-20-21,30,BarChart - all same color,3.0009326,0.7574461,0.8362478
2014-11-20-20-21,31,BarChart - white,1.5333378,0.6717779,0.6440824
2014-11-20-20-21,32,BarChart - white,1.4112209,0.4829448,0.5082910
2014-11-20-20-21,33,BarChart - mark w/color,0.5850155,0.6009515,0.5872010
2014-11-20-20-21,34,BarChart - mark w/color,3.1067957,0.5763389,0.4914422
2014-11-20-20-21,35,BarChart - all same color,0.7095491,0.0508683,0.0659712
2014-11-20-20-21,36,BarChart - all different color,1.5507062,0.4974954,0.4694493
2014-11-20-20-21,37,BarChart - white,3.2087848,0.3100253,0.4012324
2014-11-20-20-21,38,BarChart - white,2.0419807,0.0507894,0.0108583
2014-11-20-20-21,39,BarChart - all same color,3.0973779,0.8083820,0.7240458
2014-11-20-20-21,40,BarChart - mark w/color,3.3252988,0.5963923,0.4974083
2014-11-20-20-21,41,BarChart - all same color,1.2072247,0.3526009,0.3307616
2014-11-20-20-21,42,BarChart - all different color,2.6631128,0.1116997,0.1737895
2014-11-20-20-21,43,BarChart - all different color,-1.4272383,0.8176228,0.8151544
2014-11-20-20-21,44,BarChart - white,3.2112074,0.9489985,0.8576360
2014-11-20-20-21,45,BarChart - all same color,2.3144981,0.4063288,0.3578356
2014-11-20-20-21,46,BarChart - all different color,1.7128508,0.0204698,0.0520006
2014-11-20-20-21,47,BarChart - all same color,3.3335474,0.1191782,0.2187369
2014-11-20-20-21,48,BarChart - mark w/color,2.8763568,0.2391120,0.1669326
2014-11-20-20-21,49,BarChart - all different color,3.0388606,0.7125808,0.6316466
2014-11-20-20-21,50,BarChart - all same color,0.9989833,0.0787552,0.0600193
2014-11-20-20-21,51,BarChart - white,3.3286515,0.3526838,0.2534667
2014-11-20-20-21,52,BarChart - white,3.1481103,0.5246523,0.6120517
2014-11-20-20-21,53,BarChart - all different color,2.4333014,0.0494070,0.1021698
2014-11-20-20-21,54,BarChart - mark w/color,1.8323548,0.4052634,0.4396251
2014-11-20-20-21,55,BarChart - all different color,3.3154119,0.3370260,0.4353253
2014-11-20-20-21,56,BarChart - all same color,-0.0125000,0.2428457,0.2515094
2014-11-20-20-21,57,BarChart - all same color,1.4794601,0.7450565,0.7184220
2014-11-20-20-21,58,BarChart - mark w/color,2.8118609,0.0237835,0.0927524
2014-11-20-20-21,59,BarChart - all different color,1.6449701,0.6573170,0.6272929
2014-11-20-20-21,60,BarChart - white,2.9347726,0.0954928,0.0202792
2014-11-20-20-21,61,BarChart - all same color,0.4456208,0.7287714,0.7411404
2014-11-20-20-21,62,BarChart - all same color,2.5434656,0.3108195,0.2537707
2014-11-20-20-21,63,BarChart - all same color,2.7936279,0.7997578,0.7316706
2014-11-20-20-21,64,BarChart - all different color,-1.4461476,0.2212020,0.2187820
2014-11-20-20-21,65,BarChart - white,2.2696441,0.1571586,0.1101882
2014-11-20-20-21,66,BarChart - white,3.2580372,0.6004179,0.5059998
2014-11-20-20-21,67,BarChart - all different color,1.4009761,0.1871468,0.2123048
2014-11-20-20-21,68,BarChart - all different color,1.1780204,0.0404497,0.0618263
2014-11-20-20-21,69,BarChart - white,2.5968988,0.4896672,0.5489156
2014-11-20-20-21,70,BarChart - mark w/color,3.3356148,0.4544253,0.5541285
2014-11-20-20-21,71,BarChart - mark w/color,-0.8995149,0.7131199,0.7172306
2014-11-20-20-21,72,BarChart - white,1.4225258,0.4497420,0.4241866
2014-11-20-20-21,73,BarChart - all different color,1.5003008,0.9667547,0.9397145
2014-11-20-20-21,74,BarChart - mark w/color,1.2575709,0.7735716,0.7509123
2014-11-20-20-21,75,BarChart - mark w/color,1.7995555,0.5078889,0.5414502
2014-11-20-20-21,76,BarChart - all same color,2.9008657,0.3383877,0.4118252
2014-11-20-20-21,77,BarChart - mark w/color,-0.4433329,0.6352864,0.6291821
2014-11-20-20-21,78,BarChart - all different color,1.9935199,0.3689293,0.4075000
2014-11-20-20-21,79,BarChart - all same color,1.6804270,0.7690006,0.7998029
2014-11-20-20-21,80,BarChart - white,2.5626421,0.3192115,0.3770403
2014-11-20-20-21,81,BarChart - white,-1.5787411,0.7740232,0.7719254
2014-11-20-20-21,82,BarChart - all same color,1.9042199,0.9677736,0.9315930
2014-11-20-20-21,83,BarChart - white,0.8670391,0.1569665,0.1399774
2014-11-20-20-21,84,BarChart - all same color,3.2695707,0.1400019,0.0448160
2014-11-20-20-21,85,BarChart - all same color,2.9397724,0.9426094,0.8671304
2014-11-20-20-21,86,BarChart - white,2.7478421,0.5869439,0.6528651
2014-11-20-20-21,87,BarChart - all same color,3.1021590,0.1170175,0.2016377
2014-11-20-20-21,88,BarChart - all same color,1.6737492,0.2621804,0.2315261
2014-11-20-20-21,89,BarChart - mark w/color,0.8226311,0.5158908,0.4994545
2014-11-20-20-21,90,BarChart - white,3.2588779,0.4909031,0.3964293
2014-11-20-20-21,91,BarChart - mark w/color,1.8315000,0.9897264,0.9553857
2014-11-20-20-21,92,BarChart - all same color,2.1669986,0.5858115,0.6294703
2014-11-20-20-21,93,BarChart - white,3.1132783,0.4261020,0.5113867
2014-11-20-20-21,94,BarChart - all same color,3.3064201,0.9564325,0.8587516
2014-11-20-20-21,95,BarChart - mark w/color,1.9659560,0.4059082,0.3680911
2014-11-20-20-21,96,BarChart - white,2.2599755,0.1310404,0.0843920
2014-11-20-20-21,97,BarChart - white,0.3414321,0.0991714,0.1105916
2014-11-20-20-21,98,BarChart - all same color,3.0733713,0.8347866,0.9177104
2014-11-20-20-21,99,BarChart - all different color,1.0194436,0.2184478,0.2374691
2014-11-20-20-21,100,BarChart - mark w/color,2.0610780,0.2814748,0.2409950
2014-11-20-20-21,101,BarChart - white,1.5254821,0.3346011,0.3070629
2014-11-20-20-21,102,BarChart - mark w/color,3.1905188,0.7587705,0.6687266
2014-11-20-20-21,103,BarChart - mark w/color,1.5949219,0.6715448,0.6425870
2014-11-20-20-21,104,BarChart - all same color,0.4665852,0.3959903,0.4085586
2014-11-20-20-21,105,BarChart - all different color,3.3311673,0.2610222,0.1616297
2014-11-20-20-21,106,BarChart - all different color,2.7290003,0.3090848,0.2440352
2014-11-20-20-21,107,BarChart - white,3.1849221,0.2614164,0.1717260
2014-11-20-20-21,108,BarChart - all different color,2.4471361,0.3912437,0.4445269
2014-11-20-20-21,109,BarChart - white,3.0214900,0.4918909,0.4119403
2014-11-20-20-21,110,BarChart - all different color,3.0873412,0.0114582,0.0952010
2014-11-20-20-21,111,BarChart - white,-1.4187212,0.2968178,0.2943274
2014-11-20-20-21,112,BarChart - all same color,1.7723947,0.4205625,0.4534746
2014-11-20-20-21,113,BarChart - white,3.2909570,0.5422509,0.4456248
2014-11-20-20-21,114,BarChart - white,3.2920686,0.4587895,0.3620879
2014-11-20-20-21,115,BarChart - all same color,2.6534374,0.4738271,0.5354936
2014-11-20-20-21,116,BarChart - mark w/color,1.5276708,0.9924939,0.9649119
2014-11-20-20-21,117,BarChart - mark w/color,3.3191061,0.2597066,0.3582612
2014-11-20-20-21,118,BarChart - all different color,1.6728993,0.9232707,0.9539061
2014-11-20-20-21,119,BarChart - all different color,2.1569683,0.8179182,0.8612658

