PartipantID,Index,Vis,Error,TruePerc,ReportPerc
2014-11-19-17-59,91,BarChart - all different color,2.2827241,0.25259042,0.3
2014-11-19-17-59,92,BarChart - mark w/color,1.330314,0.9561043,0.98
2014-11-19-17-59,93,BarChart - white,1.0060863,0.118834555,0.1
2014-11-19-17-59,94,BarChart - all different color,2.9191787,0.72560847,0.8
2014-11-19-17-59,95,BarChart - all same color,2.5880685,0.7411207,0.8
2014-11-19-17-59,96,BarChart - all different color,-1.2297313,0.34698603,0.35
2014-11-19-17-59,97,BarChart - mark w/color,2.9738972,0.6226844,0.7
2014-11-19-17-59,98,BarChart - white,1.5676458,0.021607941,0.05
2014-11-19-17-59,99,BarChart - mark w/color,2.5123632,0.92419463,0.98
2014-11-19-17-59,100,BarChart - all different color,0.28072518,0.48910195,0.5
2014-11-19-17-59,101,BarChart - mark w/color,3.337197,0.800186,0.9
2014-11-19-17-59,102,BarChart - all same color,1.5966771,0.3289946,0.3
2014-11-19-17-59,103,BarChart - all same color,4.1107345,0.52848554,0.7
2014-11-19-17-59,104,BarChart - mark w/color,-1.0185826,0.89631397,0.9
2014-11-19-17-59,105,BarChart - all different color,1.2826793,0.12307904,0.1
2014-11-19-17-59,106,BarChart - mark w/color,3.3623385,0.4984094,0.6
2014-11-19-17-59,107,BarChart - white,2.4399948,0.34698603,0.4
2014-11-19-17-59,108,BarChart - all different color,2.9738972,0.6226844,0.7
2014-11-19-17-59,109,BarChart - all same color,1.0060863,0.118834555,0.1
2014-11-19-17-59,110,BarChart - all different color,3.5213084,0.5864295,0.7
2014-11-19-17-59,111,BarChart - mark w/color,1.9602361,0.94233745,0.98
2014-11-19-17-59,112,BarChart - all different color,2.3523078,0.800186,0.85
2014-11-19-17-59,113,BarChart - white,2.5123632,0.92419463,0.98
2014-11-19-17-59,114,BarChart - all different color,0.4752889,0.16265197,0.15
2014-11-19-17-59,115,BarChart - white,4.570609,0.61362594,0.85
2014-11-19-17-59,116,BarChart - mark w/color,-0.052586894,0.021607941,0.03
2014-11-19-17-59,117,BarChart - white,2.3289685,0.3289946,0.28
2014-11-19-17-59,118,BarChart - white,0.5675987,0.5864295,0.6
2014-11-19-17-59,119,BarChart - white,3.5213084,0.5864295,0.7
