PartipantID,Index,Vis,Error,TruePerc,ReportPerc
2014-11-20-19-50,24,BarChart - white,1.1853038,0.3343552,0.3558463
2014-11-20-19-50,25,BarChart - white,1.8264628,0.1330996,0.1673163
2014-11-20-19-50,26,BarChart - white,1.4426686,0.3669192,0.3928516
2014-11-20-19-50,27,BarChart - all different color,1.8688537,0.4631234,0.4278492
2014-11-20-19-50,28,BarChart - mark w/color,1.7208685,0.0819608,0.0502473
2014-11-20-19-50,29,BarChart - white,2.9949839,0.9783130,0.8998407
2014-11-20-19-50,30,BarChart - all different color,2.4397847,0.3060957,0.2530897
2014-11-20-19-50,31,BarChart - all different color,2.2023388,0.3254494,0.2806769
2014-11-20-19-50,32,BarChart - all different color,0.9060157,0.1957743,0.1782857
2014-11-20-19-50,33,BarChart - white,2.6937861,0.9277401,0.8642891
2014-11-20-19-50,34,BarChart - all same color,2.4367282,0.7208210,0.7737123
2014-11-20-19-50,35,BarChart - white,1.3083482,0.5304911,0.5069753
2014-11-20-19-50,36,BarChart - mark w/color,3.1417586,0.0281528,0.1151628
2014-11-20-19-50,37,BarChart - mark w/color,3.1285402,0.4041467,0.4903517
2014-11-20-19-50,38,BarChart - mark w/color,3.0819235,0.4561454,0.3727211
2014-11-20-19-50,39,BarChart - white,2.0567631,0.5357732,0.5761283
2014-11-20-19-50,40,BarChart - white,2.0856727,0.9144114,0.8732141
2014-11-20-19-50,41,BarChart - white,2.7451949,0.0042337,0.0700317
2014-11-20-19-50,42,BarChart - mark w/color,2.8484205,0.8274851,0.8982562
2014-11-20-19-50,43,BarChart - mark w/color,2.7202007,0.7960925,0.7314461
2014-11-20-19-50,44,BarChart - mark w/color,2.8195178,0.8563848,0.7870422
2014-11-20-19-50,45,BarChart - mark w/color,2.9599079,0.2419187,0.3184761
2014-11-20-19-50,46,BarChart - all different color,1.5532474,0.5057623,0.4776646
2014-11-20-19-50,47,BarChart - white,2.2246719,0.3682525,0.4137429
2014-11-20-19-50,48,BarChart - mark w/color,1.3128280,0.4764996,0.5000924
2014-11-20-19-50,49,BarChart - mark w/color,1.6407580,0.9352595,0.9651924
2014-11-20-19-50,50,BarChart - all different color,2.7703563,0.8982020,0.9651797
2014-11-20-19-50,51,BarChart - all same color,2.1382175,0.2181044,0.2608761
2014-11-20-19-50,52,BarChart - all different color,2.8037271,0.1367822,0.0682080
2014-11-20-19-50,53,BarChart - all same color,3.0063104,0.2682343,0.1891336
2014-11-20-19-50,54,BarChart - all same color,2.3351878,0.0050745,0.0542861
2014-11-20-19-50,55,BarChart - all same color,1.9146700,0.7510781,0.7875309
2014-11-20-19-50,56,BarChart - all same color,2.5846343,0.7251246,0.7838609
2014-11-20-19-50,57,BarChart - white,2.0116185,0.1261451,0.1652185
2014-11-20-19-50,58,BarChart - all different color,1.9338424,0.4380060,0.4010489
2014-11-20-19-50,59,BarChart - white,2.1657025,0.0551105,0.0114921
2014-11-20-19-50,60,BarChart - all same color,2.9929655,0.1129511,0.1913120
2014-11-20-19-50,61,BarChart - white,2.5606563,0.3376219,0.2798743
2014-11-20-19-50,62,BarChart - all different color,0.6505119,0.1212245,0.1356717
2014-11-20-19-50,63,BarChart - mark w/color,0.1547147,0.8660361,0.8759181
2014-11-20-19-50,64,BarChart - all same color,0.5348544,0.0928136,0.1060515
2014-11-20-19-50,65,BarChart - mark w/color,3.1700276,0.2314570,0.1427006
2014-11-20-19-50,66,BarChart - all different color,3.1102595,0.0670766,0.1521804
2014-11-20-19-50,67,BarChart - all different color,1.7961638,0.5650098,0.5315302
2014-11-20-19-50,68,BarChart - mark w/color,1.5963032,0.2480069,0.2769936
2014-11-20-19-50,69,BarChart - all different color,0.0221933,0.9588644,0.9499593
2014-11-20-19-50,70,BarChart - white,3.2947566,0.7896986,0.8865828
2014-11-20-19-50,71,BarChart - all different color,2.8033407,0.5131825,0.4446270
2014-11-20-19-50,72,BarChart - mark w/color,0.5665466,0.9759762,0.9624164
2014-11-20-19-50,73,BarChart - all same color,2.9683222,0.4679657,0.3909532
2014-11-20-19-50,74,BarChart - mark w/color,2.5968066,0.6888619,0.7481065
2014-11-20-19-50,75,BarChart - all same color,2.7365659,0.5172632,0.5826614
2014-11-20-19-50,76,BarChart - mark w/color,2.5144408,0.4135557,0.4694433
2014-11-20-19-50,77,BarChart - all same color,1.9920217,0.5818327,0.6203621
2014-11-20-19-50,78,BarChart - white,2.0519870,0.3617187,0.3215010
2014-11-20-19-50,79,BarChart - white,1.4459399,0.9602915,0.9342974
2014-11-20-19-50,80,BarChart - all same color,3.0093304,0.3097077,0.3889767
2014-11-20-19-50,81,BarChart - all same color,2.9210578,0.6231143,0.5486242
2014-11-20-19-50,82,BarChart - all different color,2.6063604,0.9390983,0.9987448
2014-11-20-19-50,83,BarChart - all different color,-1.6472665,0.2699250,0.2679825
2014-11-20-19-50,84,BarChart - mark w/color,0.3458918,0.9597010,0.9711604
2014-11-20-19-50,85,BarChart - all different color,2.4992254,0.6344249,0.5791368
2014-11-20-19-50,86,BarChart - white,3.1365716,0.4625185,0.3758253
2014-11-20-19-50,87,BarChart - all different color,2.2898797,0.4190992,0.4667507
2014-11-20-19-50,88,BarChart - white,2.3241591,0.0933198,0.0444924
2014-11-20-19-50,89,BarChart - white,3.0926946,0.6751387,0.7591975
2014-11-20-19-50,90,BarChart - all same color,2.7286247,0.9550395,0.8900072
2014-11-20-19-50,91,BarChart - all different color,2.8070409,0.6821659,0.7509006
2014-11-20-19-50,92,BarChart - all different color,3.2249185,0.4266476,0.5188944
2014-11-20-19-50,93,BarChart - all different color,1.3514548,0.4419839,0.4177170
2014-11-20-19-50,94,BarChart - all same color,3.0063642,0.0125403,0.0916440
2014-11-20-19-50,95,BarChart - white,2.0052310,0.6942836,0.7331789
2014-11-20-19-50,96,BarChart - mark w/color,-1.8840104,0.5743567,0.5758160
2014-11-20-19-50,97,BarChart - all same color,1.7166441,0.9778096,0.9461925
2014-11-20-19-50,98,BarChart - white,3.2504876,0.2960567,0.3899755
2014-11-20-19-50,99,BarChart - all same color,2.6554555,0.5946645,0.5329099
2014-11-20-19-50,100,BarChart - mark w/color,0.3845847,0.9932485,0.9814436
2014-11-20-19-50,101,BarChart - all different color,0.3638929,0.6737848,0.6854037
2014-11-20-19-50,102,BarChart - white,2.4765078,0.0975317,0.1519366
2014-11-20-19-50,103,BarChart - all different color,3.1976639,0.3629832,0.2724860
2014-11-20-19-50,104,BarChart - all different color,1.1294858,0.3977097,0.3770816
2014-11-20-19-50,105,BarChart - all same color,-0.3272164,0.0357950,0.0425158
2014-11-20-19-50,106,BarChart - all same color,-1.8340800,0.5265792,0.5281339
2014-11-20-19-50,107,BarChart - mark w/color,2.9489497,0.1533662,0.0773975
2014-11-20-19-50,108,BarChart - mark w/color,2.8879860,0.7045489,0.6317753
2014-11-20-19-50,109,BarChart - all same color,1.2511473,0.8451002,0.8676532
2014-11-20-19-50,110,BarChart - all different color,2.3212102,0.1110691,0.1597942
2014-11-20-19-50,111,BarChart - white,1.0045846,0.6141673,0.6329810
2014-11-20-19-50,112,BarChart - all same color,1.8694677,0.3928132,0.4281029
2014-11-20-19-50,113,BarChart - white,2.6660423,0.3815443,0.3193257
2014-11-20-19-50,114,BarChart - all different color,1.3478855,0.9688564,0.9930602
2014-11-20-19-50,115,BarChart - all different color,2.1679106,0.2482819,0.2919691
2014-11-20-19-50,116,BarChart - white,1.4118503,0.7453035,0.7706613
2014-11-20-19-50,117,BarChart - mark w/color,0.0978577,0.3355005,0.3260486
2014-11-20-19-50,118,BarChart - all same color,2.4820059,0.4599390,0.4053217
2014-11-20-19-50,119,BarChart - mark w/color,1.7874867,0.3440358,0.3107645

