PartipantID,Index,Vis,Error,TruePerc,ReportPerc
2014-11-19-15-40,40,BarChart - all same color,-0.8760555,0.94580144,0.95
2014-11-19-15-40,41,BarChart - mark w/color,3.1444244,0.58717316,0.5
2014-11-19-15-40,42,BarChart - all same color,1.0670563,0.81970155,0.8
2014-11-19-15-40,43,BarChart - white,1.8243202,0.465836,0.5
2014-11-19-15-40,44,BarChart - all different color,-1.5456344,0.25217545,0.25
2014-11-19-15-40,45,BarChart - mark w/color,0.8088295,0.5837321,0.6
2014-11-19-15-40,46,BarChart - all different color,1.0412154,0.6406704,0.66
2014-11-19-15-40,47,BarChart - all same color,-1.0843476,0.24653395,0.25
2014-11-19-15-40,48,BarChart - all same color,3.6415322,0.6764512,0.8
2014-11-19-15-40,49,BarChart - all different color,3.1453538,0.41276985,0.5
2014-11-19-15-40,50,BarChart - mark w/color,1.4980899,0.52699685,0.5
2014-11-19-15-40,51,BarChart - white,2.0029032,0.76116943,0.8
2014-11-19-15-40,52,BarChart - all same color,-1.5456344,0.25217545,0.25
2014-11-19-15-40,53,BarChart - all different color,0.8088295,0.5837321,0.6
2014-11-19-15-40,54,BarChart - all same color,2.0676522,0.6406704,0.6
2014-11-19-15-40,55,BarChart - white,2.4537423,0.2764665,0.33
2014-11-19-15-40,56,BarChart - all same color,0.49332556,0.58717316,0.6
2014-11-19-15-40,57,BarChart - mark w/color,2.3203015,0.80130637,0.85
2014-11-19-15-40,58,BarChart - white,2.0208304,0.36066827,0.4
2014-11-19-15-40,59,BarChart - all same color,0.23132081,0.18951091,0.2
2014-11-19-15-40,60,BarChart - all different color,1.6575701,0.81970155,0.85
2014-11-19-15-40,61,BarChart - all different color,2.8416243,0.8295673,0.9
2014-11-19-15-40,62,BarChart - mark w/color,0.48747072,0.41276985,0.4
2014-11-19-15-40,63,BarChart - mark w/color,-1.916783,0.9013984,0.9
2014-11-19-15-40,64,BarChart - white,3.3895497,0.6764512,0.78
2014-11-19-15-40,65,BarChart - all different color,2.8924527,0.52699685,0.6
2014-11-19-15-40,66,BarChart - white,-0.42445382,0.8062012,0.8
2014-11-19-15-40,67,BarChart - mark w/color,1.0670563,0.81970155,0.8
2014-11-19-15-40,68,BarChart - all different color,1.1735365,0.80130637,0.78
2014-11-19-15-40,69,BarChart - mark w/color,1.3102692,0.6764512,0.7
2014-11-19-15-40,70,BarChart - white,1.5960158,0.52898073,0.5
2014-11-19-15-40,71,BarChart - all different color,0.32976514,0.9386819,0.95
2014-11-19-15-40,72,BarChart - all different color,1.674382,0.36066827,0.33
2014-11-19-15-40,73,BarChart - mark w/color,1.7975485,0.1664871,0.2
2014-11-19-15-40,74,BarChart - white,1.7968403,0.5665042,0.6
2014-11-19-15-40,75,BarChart - white,1.1551901,0.57897866,0.6
2014-11-19-15-40,76,BarChart - all same color,4.1042805,0.5792567,0.75
2014-11-19-15-40,77,BarChart - white,1.4980899,0.52699685,0.5
2014-11-19-15-40,78,BarChart - mark w/color,2.0029032,0.76116943,0.8
2014-11-19-15-40,79,BarChart - all different color,0.83057505,0.24653395,0.23
2014-11-19-15-40,80,BarChart - white,-1.5456344,0.25217545,0.25
2014-11-19-15-40,81,BarChart - all same color,1.674382,0.36066827,0.33
2014-11-19-15-40,82,BarChart - all different color,0.23132081,0.18951091,0.2
2014-11-19-15-40,83,BarChart - mark w/color,1.8070514,0.29625738,0.33
2014-11-19-15-40,84,BarChart - mark w/color,-0.42445382,0.8062012,0.8
2014-11-19-15-40,85,BarChart - mark w/color,1.8243202,0.465836,0.5
2014-11-19-15-40,86,BarChart - all different color,1.3093814,0.2764665,0.3
2014-11-19-15-40,87,BarChart - all different color,1.8070514,0.29625738,0.33
2014-11-19-15-40,88,BarChart - all different color,3.0355062,0.5792567,0.66
2014-11-19-15-40,89,BarChart - mark w/color,0.71393263,0.8451527,0.83
2014-11-19-15-40,90,BarChart - all different color,2.2142076,0.8451527,0.8
2014-11-19-15-40,91,BarChart - white,-1.0021266,0.29625738,0.3
2014-11-19-15-40,92,BarChart - mark w/color,3.4670131,0.6406704,0.75
2014-11-19-15-40,93,BarChart - all same color,0.71393263,0.8451527,0.83
2014-11-19-15-40,94,BarChart - white,2.2142076,0.8451527,0.8
2014-11-19-15-40,95,BarChart - white,1.9419758,0.58717316,0.55
2014-11-19-15-40,96,BarChart - mark w/color,1.7968403,0.5665042,0.6
2014-11-19-15-40,97,BarChart - white,-0.8760555,0.94580144,0.95
2014-11-19-15-40,98,BarChart - all same color,0.45771652,0.112483665,0.1
2014-11-19-15-40,99,BarChart - all same color,0.8088295,0.5837321,0.6
2014-11-19-15-40,100,BarChart - all same color,1.1165452,0.8295673,0.85
2014-11-19-15-40,101,BarChart - mark w/color,1.1551901,0.57897866,0.6
2014-11-19-15-40,102,BarChart - white,0.8088295,0.5837321,0.6
2014-11-19-15-40,103,BarChart - mark w/color,-0.18995483,0.112483665,0.12
2014-11-19-15-40,104,BarChart - all different color,-0.42445382,0.8062012,0.8
2014-11-19-15-40,105,BarChart - all different color,2.0029032,0.76116943,0.8
2014-11-19-15-40,106,BarChart - mark w/color,0.995078,0.9386819,0.92
2014-11-19-15-40,107,BarChart - white,3.0355062,0.5792567,0.66
2014-11-19-15-40,108,BarChart - all different color,1.9419758,0.58717316,0.55
2014-11-19-15-40,109,BarChart - white,0.32976514,0.9386819,0.95
2014-11-19-15-40,110,BarChart - all same color,1.8243202,0.465836,0.5
2014-11-19-15-40,111,BarChart - white,0.48747072,0.41276985,0.4
2014-11-19-15-40,112,BarChart - mark w/color,1.9221684,0.91335076,0.95
2014-11-19-15-40,113,BarChart - white,1.7975485,0.1664871,0.2
2014-11-19-15-40,114,BarChart - all same color,-1.916783,0.9013984,0.9
2014-11-19-15-40,115,BarChart - all different color,-0.8760555,0.94580144,0.95
2014-11-19-15-40,116,BarChart - white,2.0676522,0.6406704,0.6
2014-11-19-15-40,117,BarChart - white,-1.96784,0.80130637,0.8
2014-11-19-15-40,118,BarChart - mark w/color,-1.5456344,0.25217545,0.25
2014-11-19-15-40,119,BarChart - mark w/color,-1.5456344,0.25217545,0.25
