PartipantID,Index,Vis,Error,TruePerc,ReportPerc
2014-11-20-0-22,81,BarChart - all same color,0.018710248,0.0011194652,0.01
2014-11-20-0-22,82,BarChart - all same color,1.7002201,0.43124506,0.4
2014-11-20-0-22,83,BarChart - white,-0.057459004,0.25835955,0.25
2014-11-20-0-22,84,BarChart - white,-1.4582624,0.8023893,0.8
2014-11-20-0-22,85,BarChart - all different color,-0.013222585,0.90865874,0.9
2014-11-20-0-22,86,BarChart - all different color,1.5888156,0.27883023,0.25
2014-11-20-0-22,87,BarChart - mark w/color,-0.59955466,0.8946504,0.9
2014-11-20-0-22,88,BarChart - all same color,0.99224085,0.48135728,0.5
2014-11-20-0-22,89,BarChart - white,1.0003556,0.43124506,0.45
2014-11-20-0-22,90,BarChart - all different color,-1.4582624,0.8023893,0.8
2014-11-20-0-22,91,BarChart - all same color,-0.49861202,0.25582787,0.25
2014-11-20-0-22,92,BarChart - mark w/color,-0.62388587,0.044760793,0.05
2014-11-20-0-22,93,BarChart - white,2.5708506,0.74183404,0.8
2014-11-20-0-22,94,BarChart - all same color,2.2481098,0.946256,0.9
2014-11-20-0-22,95,BarChart - mark w/color,1.9579736,0.2876016,0.25
2014-11-20-0-22,96,BarChart - white,2.4979753,0.044760793,0.1
2014-11-20-0-22,97,BarChart - mark w/color,-1.9111122,0.84859115,0.85
2014-11-20-0-22,98,BarChart - all same color,2.101156,0.6416553,0.6
2014-11-20-0-22,99,BarChart - all same color,0.48203844,0.26271716,0.25
2014-11-20-0-22,100,BarChart - white,1.2454839,0.4224598,0.4
2014-11-20-0-22,101,BarChart - mark w/color,-1.4582624,0.8023893,0.8
2014-11-20-0-22,102,BarChart - mark w/color,-0.057459004,0.25835955,0.25
2014-11-20-0-22,103,BarChart - all same color,2.4979753,0.044760793,0.1
2014-11-20-0-22,104,BarChart - white,1.2005101,0.07826791,0.1
2014-11-20-0-22,105,BarChart - mark w/color,-1.2480989,0.39703998,0.4
2014-11-20-0-22,106,BarChart - all same color,-2.6107047,0.8996128,0.9
2014-11-20-0-22,107,BarChart - all different color,-0.59955466,0.8946504,0.9
2014-11-20-0-22,108,BarChart - all different color,-0.5286582,0.985682,0.98
2014-11-20-0-22,109,BarChart - all different color,2.101156,0.6416553,0.6
2014-11-20-0-22,110,BarChart - mark w/color,2.5111952,0.45575923,0.4
2014-11-20-0-22,111,BarChart - mark w/color,2.3900695,0.6011683,0.55
2014-11-20-0-22,112,BarChart - all different color,-1.6516316,0.6019328,0.6
2014-11-20-0-22,113,BarChart - white,2.3966753,0.84859115,0.9
2014-11-20-0-22,114,BarChart - white,-1.0017304,0.946256,0.95
2014-11-20-0-22,115,BarChart - mark w/color,2.6751642,0.18762115,0.125
2014-11-20-0-22,116,BarChart - all same color,-0.057459004,0.25835955,0.25
2014-11-20-0-22,117,BarChart - mark w/color,0.8078474,0.946256,0.93
2014-11-20-0-22,118,BarChart - all same color,2.859796,0.90865874,0.98
2014-11-20-0-22,119,BarChart - all same color,2.859796,0.90865874,0.98
