PartipantID,Index,Vis,Error,TruePerc,ReportPerc
2014-11-19-15-26,34,BarChart - all different color,2.8232703,0.3804735,0.45
2014-11-19-15-26,35,BarChart - white,-0.23939863,0.977221,0.97
2014-11-19-15-26,36,BarChart - mark w/color,-0.23939863,0.977221,0.97
2014-11-19-15-26,37,BarChart - mark w/color,-0.8422213,0.10432784,0.1
2014-11-19-15-26,38,BarChart - all same color,2.7456942,0.43417877,0.5
2014-11-19-15-26,39,BarChart - mark w/color,2.0997462,0.7083866,0.75
2014-11-19-15-26,40,BarChart - white,2.220933,0.35463053,0.4
2014-11-19-15-26,41,BarChart - mark w/color,0.2948134,0.6389827,0.65
2014-11-19-15-26,42,BarChart - all same color,2.6843605,0.6130296,0.55
2014-11-19-15-26,43,BarChart - all same color,2.220933,0.35463053,0.4
2014-11-19-15-26,44,BarChart - mark w/color,0.3169756,0.9387928,0.95
2014-11-19-15-26,45,BarChart - all same color,2.8232703,0.3804735,0.45
2014-11-19-15-26,46,BarChart - mark w/color,2.0147574,0.71083874,0.75
2014-11-19-15-26,47,BarChart - mark w/color,2.7456942,0.43417877,0.5
2014-11-19-15-26,48,BarChart - mark w/color,1.6702081,0.26942396,0.3
2014-11-19-15-26,49,BarChart - all same color,1.4959671,0.023044685,0.05
2014-11-19-15-26,50,BarChart - white,0.50429165,0.83706576,0.85
2014-11-19-15-26,51,BarChart - all same color,1.1990314,0.97170854,0.95
2014-11-19-15-26,52,BarChart - white,2.0015445,0.9387928,0.9
2014-11-19-15-26,53,BarChart - mark w/color,1.7865891,0.11675018,0.15
2014-11-19-15-26,54,BarChart - mark w/color,2.2773206,0.94722766,0.9
2014-11-19-15-26,55,BarChart - all same color,0.3169756,0.9387928,0.95
2014-11-19-15-26,56,BarChart - all different color,1.6702081,0.26942396,0.3
2014-11-19-15-26,57,BarChart - white,-0.053402085,0.7083866,0.7
2014-11-19-15-26,58,BarChart - mark w/color,2.1360176,0.5572953,0.6
2014-11-19-15-26,59,BarChart - all different color,-0.4670734,0.9640157,0.97
2014-11-19-15-26,60,BarChart - all different color,-0.016411046,0.4913631,0.5
2014-11-19-15-26,61,BarChart - white,-1.8915654,0.30144516,0.3
2014-11-19-15-26,62,BarChart - all same color,-0.3273364,0.95672005,0.95
2014-11-19-15-26,63,BarChart - mark w/color,2.9631386,0.37326813,0.45
2014-11-19-15-26,64,BarChart - all same color,-0.053402085,0.7083866,0.7
2014-11-19-15-26,65,BarChart - mark w/color,2.220933,0.35463053,0.4
2014-11-19-15-26,66,BarChart - mark w/color,0.61029696,0.9640157,0.95
2014-11-19-15-26,67,BarChart - mark w/color,1.0549533,0.3804735,0.4
2014-11-19-15-26,68,BarChart - all same color,0.2736647,0.71083874,0.7
2014-11-19-15-26,69,BarChart - mark w/color,0.48812994,0.53722376,0.55
2014-11-19-15-26,70,BarChart - white,2.1360176,0.5572953,0.6
2014-11-19-15-26,71,BarChart - white,2.9631386,0.37326813,0.45
2014-11-19-15-26,72,BarChart - all different color,0.049940918,0.7091022,0.7
2014-11-19-15-26,73,BarChart - all different color,3.0789483,0.11675018,0.2
2014-11-19-15-26,74,BarChart - mark w/color,1.1990314,0.97170854,0.95
2014-11-19-15-26,75,BarChart - all same color,2.5822406,0.4913631,0.55
2014-11-19-15-26,76,BarChart - all different color,1.3967024,0.6750799,0.65
2014-11-19-15-26,77,BarChart - mark w/color,1.4959671,0.023044685,0.05
2014-11-19-15-26,78,BarChart - all same color,2.2302694,0.10432784,0.15
2014-11-19-15-26,79,BarChart - all different color,2.7456942,0.43417877,0.5
2014-11-19-15-26,80,BarChart - mark w/color,-0.45498204,0.04395481,0.05
2014-11-19-15-26,81,BarChart - all different color,0.38381156,0.56179786,0.55
2014-11-19-15-26,82,BarChart - all same color,2.5184143,0.04395481,0.1
2014-11-19-15-26,83,BarChart - mark w/color,2.5934072,0.7091022,0.65
2014-11-19-15-26,84,BarChart - all different color,2.220933,0.35463053,0.4
2014-11-19-15-26,85,BarChart - all different color,1.4959671,0.023044685,0.05
2014-11-19-15-26,86,BarChart - mark w/color,-1.8915654,0.30144516,0.3
2014-11-19-15-26,87,BarChart - white,-0.011227954,0.8586725,0.85
2014-11-19-15-26,88,BarChart - all different color,2.9631386,0.37326813,0.45
2014-11-19-15-26,89,BarChart - mark w/color,2.619926,0.5397782,0.6
2014-11-19-15-26,90,BarChart - mark w/color,1.934342,0.6130296,0.65
2014-11-19-15-26,91,BarChart - white,2.7456942,0.43417877,0.5
2014-11-19-15-26,92,BarChart - all same color,2.1360176,0.5572953,0.6
2014-11-19-15-26,93,BarChart - all same color,3.7898936,0.83706576,0.7
2014-11-19-15-26,94,BarChart - all same color,3.0789483,0.11675018,0.2
2014-11-19-15-26,95,BarChart - all same color,1.4844927,0.37326813,0.4
2014-11-19-15-26,96,BarChart - all different color,2.1360176,0.5572953,0.6
2014-11-19-15-26,97,BarChart - mark w/color,1.4649415,0.07364477,0.1
2014-11-19-15-26,98,BarChart - white,0.2736647,0.71083874,0.7
2014-11-19-15-26,99,BarChart - all different color,2.0015445,0.9387928,0.9
2014-11-19-15-26,100,BarChart - all different color,-1.8915654,0.30144516,0.3
2014-11-19-15-26,101,BarChart - all different color,2.2773206,0.94722766,0.9
2014-11-19-15-26,102,BarChart - all same color,2.2773206,0.94722766,0.9
2014-11-19-15-26,103,BarChart - all different color,0.2736647,0.71083874,0.7
2014-11-19-15-26,104,BarChart - all same color,0.2948134,0.6389827,0.65
2014-11-19-15-26,105,BarChart - all different color,1.9438747,0.53722376,0.5
2014-11-19-15-26,106,BarChart - white,1.9248614,0.95672005,0.92
2014-11-19-15-26,107,BarChart - all same color,1.6702081,0.26942396,0.3
2014-11-19-15-26,108,BarChart - all same color,0.61029696,0.9640157,0.95
2014-11-19-15-26,109,BarChart - all different color,2.5353084,0.95672005,0.9
2014-11-19-15-26,110,BarChart - all same color,0.38381156,0.56179786,0.55
2014-11-19-15-26,111,BarChart - all same color,2.619926,0.5397782,0.6
2014-11-19-15-26,112,BarChart - white,0.38381156,0.56179786,0.55
2014-11-19-15-26,113,BarChart - white,1.1990314,0.97170854,0.95
2014-11-19-15-26,114,BarChart - white,2.8232703,0.3804735,0.45
2014-11-19-15-26,115,BarChart - mark w/color,-0.016411046,0.4913631,0.5
2014-11-19-15-26,116,BarChart - mark w/color,-0.011227954,0.8586725,0.85
2014-11-19-15-26,117,BarChart - all same color,0.049940918,0.7091022,0.7
2014-11-19-15-26,118,BarChart - white,0.19809666,0.5397782,0.55
2014-11-19-15-26,119,BarChart - white,0.19809666,0.5397782,0.55
