PartipantID,Index,Vis,Error,TruePerc,ReportPerc
2014-11-20-18-12,58,BarChart - all same color,0.7780167,0.8646632,0.8805610
2014-11-20-18-12,59,BarChart - all same color,1.3920123,0.1525048,0.1275103
2014-11-20-18-12,60,BarChart - all different color,1.8063912,0.3828526,0.3491260
2014-11-20-18-12,61,BarChart - all different color,1.6029796,0.3035757,0.2744487
2014-11-20-18-12,62,BarChart - mark w/color,0.2525983,0.8409545,0.8516180
2014-11-20-18-12,63,BarChart - all same color,2.5142377,0.5770422,0.6329218
2014-11-20-18-12,64,BarChart - mark w/color,0.4598056,0.4926433,0.4801397
2014-11-20-18-12,65,BarChart - white,1.2295013,0.5892536,0.5670550
2014-11-20-18-12,66,BarChart - white,2.7045449,0.8533503,0.9172855
2014-11-20-18-12,67,BarChart - all different color,-1.3636631,0.4704848,0.4731207
2014-11-20-18-12,68,BarChart - mark w/color,3.0478978,0.6940366,0.7754872
2014-11-20-18-12,69,BarChart - mark w/color,2.3789654,0.5435362,0.5943025
2014-11-20-18-12,70,BarChart - mark w/color,2.7807313,0.9911215,0.9236514
2014-11-20-18-12,71,BarChart - all different color,3.2973018,0.8653977,0.7683401
2014-11-20-18-12,72,BarChart - white,2.6639857,0.3587211,0.4208493
2014-11-20-18-12,73,BarChart - all different color,1.9046194,0.4276379,0.3914469
2014-11-20-18-12,74,BarChart - all different color,0.6919709,0.8319061,0.8170012
2014-11-20-18-12,75,BarChart - mark w/color,2.0376456,0.9962311,0.9564236
2014-11-20-18-12,76,BarChart - all same color,-2.7673370,0.3317186,0.3319374
2014-11-20-18-12,77,BarChart - all different color,2.3755154,0.1231065,0.1737486
2014-11-20-18-12,78,BarChart - white,-0.6260709,0.2978682,0.3030975
2014-11-20-18-12,79,BarChart - white,2.7714134,0.5318292,0.5988569
2014-11-20-18-12,80,BarChart - mark w/color,2.0334711,0.7963441,0.7566552
2014-11-20-18-12,81,BarChart - all different color,2.3521524,0.3598400,0.3100315
2014-11-20-18-12,82,BarChart - all same color,2.7937380,0.7308693,0.6627769
2014-11-20-18-12,83,BarChart - all same color,1.5771326,0.2559180,0.2273304
2014-11-20-18-12,84,BarChart - all different color,2.3940119,0.2022923,0.2536040
2014-11-20-18-12,85,BarChart - white,2.4826078,0.9134241,0.9680647
2014-11-20-18-12,86,BarChart - all different color,1.6363840,0.2779014,0.3077399
2014-11-20-18-12,87,BarChart - all different color,1.8803781,0.9353629,0.8997958
2014-11-20-18-12,88,BarChart - white,2.7801458,0.7920467,0.7246045
2014-11-20-18-12,89,BarChart - all different color,1.3021967,0.7231890,0.6997786
2014-11-20-18-12,90,BarChart - all different color,2.0526016,0.5118792,0.4716438
2014-11-20-18-12,91,BarChart - all different color,3.2309875,0.7370768,0.8297178
2014-11-20-18-12,92,BarChart - all same color,2.2283484,0.7269377,0.6813280
2014-11-20-18-12,93,BarChart - all same color,1.8498787,0.7041884,0.7389854
2014-11-20-18-12,94,BarChart - mark w/color,1.7785188,0.6546778,0.6877352
2014-11-20-18-12,95,BarChart - mark w/color,0.6289928,0.0613981,0.0471832
2014-11-20-18-12,96,BarChart - white,2.8495028,0.3581338,0.4289590
2014-11-20-18-12,97,BarChart - white,0.8418331,0.2496125,0.2662857
2014-11-20-18-12,98,BarChart - white,2.6945988,0.3822242,0.4457116
2014-11-20-18-12,99,BarChart - white,3.1252091,0.8888759,0.8028727
2014-11-20-18-12,100,BarChart - all same color,1.5328373,0.0811542,0.0534688
2014-11-20-18-12,101,BarChart - all different color,2.8763150,0.6703085,0.7424857
2014-11-20-18-12,102,BarChart - all different color,-0.2840755,0.9102229,0.9171856
2014-11-20-18-12,103,BarChart - all different color,2.5780943,0.1127620,0.0542970
2014-11-20-18-12,104,BarChart - white,2.6488100,0.9476399,0.8861749
2014-11-20-18-12,105,BarChart - mark w/color,2.6976554,0.9810949,0.9174702
2014-11-20-18-12,106,BarChart - all same color,3.0185094,0.5687158,0.6484988
2014-11-20-18-12,107,BarChart - all same color,1.3206530,0.5976554,0.6213833
2014-11-20-18-12,108,BarChart - white,2.9937101,0.0981635,0.1765655
2014-11-20-18-12,109,BarChart - mark w/color,1.1565328,0.6754341,0.6543920
2014-11-20-18-12,110,BarChart - all same color,-2.1377994,0.4074995,0.4085218
2014-11-20-18-12,111,BarChart - all different color,0.9973131,0.2461774,0.2274646
2014-11-20-18-12,112,BarChart - mark w/color,3.2657389,0.4687049,0.5636351
2014-11-20-18-12,113,BarChart - all different color,3.3018687,0.8088085,0.7114393
2014-11-20-18-12,114,BarChart - mark w/color,3.2837359,0.3495238,0.2533863
2014-11-20-18-12,115,BarChart - all same color,0.9391922,0.8795210,0.8615965
2014-11-20-18-12,116,BarChart - mark w/color,2.2552125,0.6702534,0.6237630
2014-11-20-18-12,117,BarChart - white,0.7813574,0.2733248,0.2573873
2014-11-20-18-12,118,BarChart - all same color,1.2786245,0.1791987,0.2022095
2014-11-20-18-12,119,BarChart - mark w/color,3.2608465,0.0552461,0.1498506

