PartipantID,Index,Vis,Error,TruePerc,ReportPerc
2014-11-20-18-12,7,BarChart - all same color,2.8198742,0.8651485,0.9345086
2014-11-20-18-12,8,BarChart - white,1.0873432,0.998243,0.9782448
2014-11-20-18-12,9,BarChart - white,0.4101254,0.7378846,0.7258466
2014-11-20-18-12,10,BarChart - all same color,1.3414561,0.9761263,0.9520356
2014-11-20-18-12,11,BarChart - mark w/color,3.149988,0.3205567,0.4080716
2014-11-20-18-12,12,BarChart - mark w/color,1.0944683,0.5022804,0.482177
2014-11-20-18-12,13,BarChart - mark w/color,1.7472508,0.6618233,0.6941451
2014-11-20-18-12,14,BarChart - mark w/color,-2.448705,0.5145365,0.5139547
2014-11-20-18-12,15,BarChart - all same color,2.5125032,0.2657772,0.3215881
2014-11-20-18-12,16,BarChart - all same color,3.2661542,0.6197535,0.5247957
2014-11-20-18-12,17,BarChart - white,3.2631038,0.1946466,0.099892
2014-11-20-18-12,18,BarChart - mark w/color,0.8346383,0.7687719,0.7521878
2014-11-20-18-12,19,BarChart - mark w/color,2.3683327,0.045211,0.0955954
2014-11-20-18-12,20,BarChart - all different color,1.5912015,0.8289946,0.8578746
2014-11-20-18-12,21,BarChart - mark w/color,2.6905218,0.0098045,0.0731091
2014-11-20-18-12,22,BarChart - white,1.3421317,0.2308699,0.2067674
2014-11-20-18-12,23,BarChart - mark w/color,-1.7000744,0.7032414,0.7014137
2014-11-20-18-12,24,BarChart - white,3.2966126,0.2428609,0.3398715
2014-11-20-18-12,25,BarChart - all same color,2.4965432,0.872542,0.9277252
2014-11-20-18-12,26,BarChart - all different color,2.3055862,0.0038663,0.0520531
2014-11-20-18-12,27,BarChart - all same color,-0.4749241,0.4593482,0.4534032
2014-11-20-18-12,28,BarChart - all different color,-0.0418797,0.3710903,0.3626264
2014-11-20-18-12,29,BarChart - white,2.4804165,0.4325958,0.37804
2014-11-20-18-12,30,BarChart - white,3.2850098,0.5565755,0.4603521
2014-11-20-18-12,31,BarChart - all same color,0.7237083,0.9668116,0.9515473
2014-11-20-18-12,32,BarChart - all different color,0.8153265,0.8873697,0.9037166
2014-11-20-18-12,33,BarChart - all same color,2.9906815,0.2592341,0.337469
2014-11-20-18-12,34,BarChart - all same color,2.6696129,0.6909389,0.628563
2014-11-20-18-12,35,BarChart - mark w/color,0.4443134,0.0488937,0.0365371
2014-11-20-18-12,36,BarChart - all different color,2.9502778,0.7684536,0.8444934
2014-11-20-18-12,37,BarChart - mark w/color,2.7589512,0.5322591,0.4658187
2014-11-20-18-12,38,BarChart - all different color,-2.1197991,0.8118755,0.8129263
2014-11-20-18-12,39,BarChart - all same color,1.8544713,0.9003812,0.8654692
2014-11-20-18-12,40,BarChart - white,3.2944747,0.3210417,0.2241766
2014-11-20-18-12,41,BarChart - mark w/color,3.0770819,0.6698388,0.7529794
2014-11-20-18-12,42,BarChart - white,1.528749,0.786495,0.8140986
2014-11-20-18-12,43,BarChart - white,2.1745814,0.0587608,0.1026563
2014-11-20-18-12,44,BarChart - all different color,3.0957763,0.213458,0.2976992
2014-11-20-18-12,45,BarChart - all same color,2.8400102,0.6318944,0.7022469
2014-11-20-18-12,46,BarChart - white,2.4051331,0.4972757,0.5489941
2014-11-20-18-12,47,BarChart - white,1.8343203,0.125708,0.0912977
2014-11-20-18-12,48,BarChart - all same color,-2.1925503,0.4863525,0.4872901
2014-11-20-18-12,49,BarChart - all same color,0.0656476,0.8026569,0.8118724
2014-11-20-18-12,50,BarChart - mark w/color,-1.7910322,0.5810129,0.5793732
2014-11-20-18-12,51,BarChart - all same color,3.1224255,0.0013361,0.0871712
2014-11-20-18-12,52,BarChart - mark w/color,1.9735937,0.7075528,0.6695283
2014-11-20-18-12,53,BarChart - white,2.7977477,0.2329622,0.1646768
2014-11-20-18-12,54,BarChart - all different color,3.1995154,0.8811609,0.9717759
2014-11-20-18-12,55,BarChart - white,2.660071,0.4131537,0.3511973
2014-11-20-18-12,56,BarChart - white,1.3568435,0.92904,0.9534024
2014-11-20-18-12,57,BarChart - all same color,2.8985833,0.0582983,0.1316177
2014-11-20-18-12,58,BarChart - all same color,0.7780167,0.8646632,0.880561
2014-11-20-18-12,59,BarChart - all same color,1.3920123,0.1525048,0.1275103
2014-11-20-18-12,60,BarChart - all different color,1.8063912,0.3828526,0.349126
2014-11-20-18-12,61,BarChart - all different color,1.6029796,0.3035757,0.2744487
2014-11-20-18-12,62,BarChart - mark w/color,0.2525983,0.8409545,0.851618
2014-11-20-18-12,63,BarChart - all same color,2.5142377,0.5770422,0.6329218
2014-11-20-18-12,64,BarChart - mark w/color,0.4598056,0.4926433,0.4801397
2014-11-20-18-12,65,BarChart - white,1.2295013,0.5892536,0.567055
2014-11-20-18-12,66,BarChart - white,2.7045449,0.8533503,0.9172855
2014-11-20-18-12,67,BarChart - all different color,-1.3636631,0.4704848,0.4731207
2014-11-20-18-12,68,BarChart - mark w/color,3.0478978,0.6940366,0.7754872
2014-11-20-18-12,69,BarChart - mark w/color,2.3789654,0.5435362,0.5943025
2014-11-20-18-12,70,BarChart - mark w/color,2.7807313,0.9911215,0.9236514
2014-11-20-18-12,71,BarChart - all different color,3.2973018,0.8653977,0.7683401
2014-11-20-18-12,72,BarChart - white,2.6639857,0.3587211,0.4208493
2014-11-20-18-12,73,BarChart - all different color,1.9046194,0.4276379,0.3914469
2014-11-20-18-12,74,BarChart - all different color,0.6919709,0.8319061,0.8170012
2014-11-20-18-12,75,BarChart - mark w/color,2.0376456,0.9962311,0.9564236
2014-11-20-18-12,76,BarChart - all same color,-2.767337,0.3317186,0.3319374
2014-11-20-18-12,77,BarChart - all different color,2.3755154,0.1231065,0.1737486
2014-11-20-18-12,78,BarChart - white,-0.6260709,0.2978682,0.3030975
2014-11-20-18-12,79,BarChart - white,2.7714134,0.5318292,0.5988569
2014-11-20-18-12,80,BarChart - mark w/color,2.0334711,0.7963441,0.7566552
2014-11-20-18-12,81,BarChart - all different color,2.3521524,0.35984,0.3100315
2014-11-20-18-12,82,BarChart - all same color,2.793738,0.7308693,0.6627769
2014-11-20-18-12,83,BarChart - all same color,1.5771326,0.255918,0.2273304
2014-11-20-18-12,84,BarChart - all different color,2.3940119,0.2022923,0.253604
2014-11-20-18-12,85,BarChart - white,2.4826078,0.9134241,0.9680647
2014-11-20-18-12,86,BarChart - all different color,1.636384,0.2779014,0.3077399
2014-11-20-18-12,87,BarChart - all different color,1.8803781,0.9353629,0.8997958
2014-11-20-18-12,88,BarChart - white,2.7801458,0.7920467,0.7246045
2014-11-20-18-12,89,BarChart - all different color,1.3021967,0.723189,0.6997786
2014-11-20-18-12,90,BarChart - all different color,2.0526016,0.5118792,0.4716438
2014-11-20-18-12,91,BarChart - all different color,3.2309875,0.7370768,0.8297178
2014-11-20-18-12,92,BarChart - all same color,2.2283484,0.7269377,0.681328
2014-11-20-18-12,93,BarChart - all same color,1.8498787,0.7041884,0.7389854
2014-11-20-18-12,94,BarChart - mark w/color,1.7785188,0.6546778,0.6877352
2014-11-20-18-12,95,BarChart - mark w/color,0.6289928,0.0613981,0.0471832
2014-11-20-18-12,96,BarChart - white,2.8495028,0.3581338,0.428959
2014-11-20-18-12,97,BarChart - white,0.8418331,0.2496125,0.2662857
2014-11-20-18-12,98,BarChart - white,2.6945988,0.3822242,0.4457116
2014-11-20-18-12,99,BarChart - white,3.1252091,0.8888759,0.8028727
2014-11-20-18-12,100,BarChart - all same color,1.5328373,0.0811542,0.0534688
2014-11-20-18-12,101,BarChart - all different color,2.876315,0.6703085,0.7424857
2014-11-20-18-12,102,BarChart - all different color,-0.2840755,0.9102229,0.9171856
2014-11-20-18-12,103,BarChart - all different color,2.5780943,0.112762,0.054297
2014-11-20-18-12,104,BarChart - white,2.64881,0.9476399,0.8861749
2014-11-20-18-12,105,BarChart - mark w/color,2.6976554,0.9810949,0.9174702
2014-11-20-18-12,106,BarChart - all same color,3.0185094,0.5687158,0.6484988
2014-11-20-18-12,107,BarChart - all same color,1.320653,0.5976554,0.6213833
2014-11-20-18-12,108,BarChart - white,2.9937101,0.0981635,0.1765655
2014-11-20-18-12,109,BarChart - mark w/color,1.1565328,0.6754341,0.654392
2014-11-20-18-12,110,BarChart - all same color,-2.1377994,0.4074995,0.4085218
2014-11-20-18-12,111,BarChart - all different color,0.9973131,0.2461774,0.2274646
2014-11-20-18-12,112,BarChart - mark w/color,3.2657389,0.4687049,0.5636351
2014-11-20-18-12,113,BarChart - all different color,3.3018687,0.8088085,0.7114393
2014-11-20-18-12,114,BarChart - mark w/color,3.2837359,0.3495238,0.2533863
2014-11-20-18-12,115,BarChart - all same color,0.9391922,0.879521,0.8615965
2014-11-20-18-12,116,BarChart - mark w/color,2.2552125,0.6702534,0.623763
2014-11-20-18-12,117,BarChart - white,0.7813574,0.2733248,0.2573873
2014-11-20-18-12,118,BarChart - all same color,1.2786245,0.1791987,0.2022095
2014-11-20-18-12,119,BarChart - mark w/color,3.2608465,0.0552461,0.1498506
2014-11-20-19-50,0,BarChart - all different color,1.1306884,0.5632394,0.5425931
2014-11-20-19-50,1,BarChart - all same color,1.482938,0.6247182,0.65142
2014-11-20-19-50,2,BarChart - mark w/color,0.4564649,0.0176715,0.0301432
2014-11-20-19-50,3,BarChart - mark w/color,2.8981577,0.9176757,0.9909731
2014-11-20-19-50,4,BarChart - all same color,-0.4558244,0.5444311,0.550472
2014-11-20-19-50,5,BarChart - white,2.9395072,0.5231708,0.4477059
2014-11-20-19-50,6,BarChart - mark w/color,3.2393444,0.5197294,0.6129159
2014-11-20-19-50,7,BarChart - all different color,3.1270608,0.5958761,0.5097608
2014-11-20-19-50,8,BarChart - all same color,-0.3906488,0.7550373,0.7486595
2014-11-20-19-50,9,BarChart - white,2.9931988,0.1315367,0.0531629
2014-11-20-19-50,10,BarChart - all same color,0.2163528,0.4298673,0.4194993
2014-11-20-19-50,11,BarChart - mark w/color,1.9144426,0.8203482,0.7839014
2014-11-20-19-50,12,BarChart - white,3.1534802,0.9375571,0.8498271
2014-11-20-19-50,13,BarChart - all same color,1.1235849,0.3662686,0.3457298
2014-11-20-19-50,14,BarChart - white,3.2183777,0.4709269,0.379103
2014-11-20-19-50,15,BarChart - all same color,-0.4083711,0.3766144,0.3703297
2014-11-20-19-50,16,BarChart - all same color,2.1793851,0.2181324,0.2621784
2014-11-20-19-50,17,BarChart - white,0.7810421,0.0102733,0.026207
2014-11-20-19-50,18,BarChart - mark w/color,1.5798373,0.1442573,0.1729009
2014-11-20-19-50,19,BarChart - mark w/color,3.3174826,0.8745518,0.9729941
2014-11-20-19-50,20,BarChart - white,1.9676752,0.1022582,0.1401219
2014-11-20-19-50,21,BarChart - all same color,2.4645927,0.2048933,0.2588404
2014-11-20-19-50,22,BarChart - all different color,-0.1781938,0.1751996,0.1676115
2014-11-20-19-50,23,BarChart - mark w/color,1.6176986,0.3970117,0.4264502
2014-11-20-19-50,24,BarChart - white,1.1853038,0.3343552,0.3558463
2014-11-20-19-50,25,BarChart - white,1.8264628,0.1330996,0.1673163
2014-11-20-19-50,26,BarChart - white,1.4426686,0.3669192,0.3928516
2014-11-20-19-50,27,BarChart - all different color,1.8688537,0.4631234,0.4278492
2014-11-20-19-50,28,BarChart - mark w/color,1.7208685,0.0819608,0.0502473
2014-11-20-19-50,29,BarChart - white,2.9949839,0.978313,0.8998407
2014-11-20-19-50,30,BarChart - all different color,2.4397847,0.3060957,0.2530897
2014-11-20-19-50,31,BarChart - all different color,2.2023388,0.3254494,0.2806769
2014-11-20-19-50,32,BarChart - all different color,0.9060157,0.1957743,0.1782857
2014-11-20-19-50,33,BarChart - white,2.6937861,0.9277401,0.8642891
2014-11-20-19-50,34,BarChart - all same color,2.4367282,0.720821,0.7737123
2014-11-20-19-50,35,BarChart - white,1.3083482,0.5304911,0.5069753
2014-11-20-19-50,36,BarChart - mark w/color,3.1417586,0.0281528,0.1151628
2014-11-20-19-50,37,BarChart - mark w/color,3.1285402,0.4041467,0.4903517
2014-11-20-19-50,38,BarChart - mark w/color,3.0819235,0.4561454,0.3727211
2014-11-20-19-50,39,BarChart - white,2.0567631,0.5357732,0.5761283
2014-11-20-19-50,40,BarChart - white,2.0856727,0.9144114,0.8732141
2014-11-20-19-50,41,BarChart - white,2.7451949,0.0042337,0.0700317
2014-11-20-19-50,42,BarChart - mark w/color,2.8484205,0.8274851,0.8982562
2014-11-20-19-50,43,BarChart - mark w/color,2.7202007,0.7960925,0.7314461
2014-11-20-19-50,44,BarChart - mark w/color,2.8195178,0.8563848,0.7870422
2014-11-20-19-50,45,BarChart - mark w/color,2.9599079,0.2419187,0.3184761
2014-11-20-19-50,46,BarChart - all different color,1.5532474,0.5057623,0.4776646
2014-11-20-19-50,47,BarChart - white,2.2246719,0.3682525,0.4137429
2014-11-20-19-50,48,BarChart - mark w/color,1.312828,0.4764996,0.5000924
2014-11-20-19-50,49,BarChart - mark w/color,1.640758,0.9352595,0.9651924
2014-11-20-19-50,50,BarChart - all different color,2.7703563,0.898202,0.9651797
2014-11-20-19-50,51,BarChart - all same color,2.1382175,0.2181044,0.2608761
2014-11-20-19-50,52,BarChart - all different color,2.8037271,0.1367822,0.068208
2014-11-20-19-50,53,BarChart - all same color,3.0063104,0.2682343,0.1891336
2014-11-20-19-50,54,BarChart - all same color,2.3351878,0.0050745,0.0542861
2014-11-20-19-50,55,BarChart - all same color,1.91467,0.7510781,0.7875309
2014-11-20-19-50,56,BarChart - all same color,2.5846343,0.7251246,0.7838609
2014-11-20-19-50,57,BarChart - white,2.0116185,0.1261451,0.1652185
2014-11-20-19-50,58,BarChart - all different color,1.9338424,0.438006,0.4010489
2014-11-20-19-50,59,BarChart - white,2.1657025,0.0551105,0.0114921
2014-11-20-19-50,60,BarChart - all same color,2.9929655,0.1129511,0.191312
2014-11-20-19-50,61,BarChart - white,2.5606563,0.3376219,0.2798743
2014-11-20-19-50,62,BarChart - all different color,0.6505119,0.1212245,0.1356717
2014-11-20-19-50,63,BarChart - mark w/color,0.1547147,0.8660361,0.8759181
2014-11-20-19-50,64,BarChart - all same color,0.5348544,0.0928136,0.1060515
2014-11-20-19-50,65,BarChart - mark w/color,3.1700276,0.231457,0.1427006
2014-11-20-19-50,66,BarChart - all different color,3.1102595,0.0670766,0.1521804
2014-11-20-19-50,67,BarChart - all different color,1.7961638,0.5650098,0.5315302
2014-11-20-19-50,68,BarChart - mark w/color,1.5963032,0.2480069,0.2769936
2014-11-20-19-50,69,BarChart - all different color,0.0221933,0.9588644,0.9499593
2014-11-20-19-50,70,BarChart - white,3.2947566,0.7896986,0.8865828
2014-11-20-19-50,71,BarChart - all different color,2.8033407,0.5131825,0.444627
2014-11-20-19-50,72,BarChart - mark w/color,0.5665466,0.9759762,0.9624164
2014-11-20-19-50,73,BarChart - all same color,2.9683222,0.4679657,0.3909532
2014-11-20-19-50,74,BarChart - mark w/color,2.5968066,0.6888619,0.7481065
2014-11-20-19-50,75,BarChart - all same color,2.7365659,0.5172632,0.5826614
2014-11-20-19-50,76,BarChart - mark w/color,2.5144408,0.4135557,0.4694433
2014-11-20-19-50,77,BarChart - all same color,1.9920217,0.5818327,0.6203621
2014-11-20-19-50,78,BarChart - white,2.051987,0.3617187,0.321501
2014-11-20-19-50,79,BarChart - white,1.4459399,0.9602915,0.9342974
2014-11-20-19-50,80,BarChart - all same color,3.0093304,0.3097077,0.3889767
2014-11-20-19-50,81,BarChart - all same color,2.9210578,0.6231143,0.5486242
2014-11-20-19-50,82,BarChart - all different color,2.6063604,0.9390983,0.9987448
2014-11-20-19-50,83,BarChart - all different color,-1.6472665,0.269925,0.2679825
2014-11-20-19-50,84,BarChart - mark w/color,0.3458918,0.959701,0.9711604
2014-11-20-19-50,85,BarChart - all different color,2.4992254,0.6344249,0.5791368
2014-11-20-19-50,86,BarChart - white,3.1365716,0.4625185,0.3758253
2014-11-20-19-50,87,BarChart - all different color,2.2898797,0.4190992,0.4667507
2014-11-20-19-50,88,BarChart - white,2.3241591,0.0933198,0.0444924
2014-11-20-19-50,89,BarChart - white,3.0926946,0.6751387,0.7591975
2014-11-20-19-50,90,BarChart - all same color,2.7286247,0.9550395,0.8900072
2014-11-20-19-50,91,BarChart - all different color,2.8070409,0.6821659,0.7509006
2014-11-20-19-50,92,BarChart - all different color,3.2249185,0.4266476,0.5188944
2014-11-20-19-50,93,BarChart - all different color,1.3514548,0.4419839,0.417717
2014-11-20-19-50,94,BarChart - all same color,3.0063642,0.0125403,0.091644
2014-11-20-19-50,95,BarChart - white,2.005231,0.6942836,0.7331789
2014-11-20-19-50,96,BarChart - mark w/color,-1.8840104,0.5743567,0.575816
2014-11-20-19-50,97,BarChart - all same color,1.7166441,0.9778096,0.9461925
2014-11-20-19-50,98,BarChart - white,3.2504876,0.2960567,0.3899755
2014-11-20-19-50,99,BarChart - all same color,2.6554555,0.5946645,0.5329099
2014-11-20-19-50,100,BarChart - mark w/color,0.3845847,0.9932485,0.9814436
2014-11-20-19-50,101,BarChart - all different color,0.3638929,0.6737848,0.6854037
2014-11-20-19-50,102,BarChart - white,2.4765078,0.0975317,0.1519366
2014-11-20-19-50,103,BarChart - all different color,3.1976639,0.3629832,0.272486
2014-11-20-19-50,104,BarChart - all different color,1.1294858,0.3977097,0.3770816
2014-11-20-19-50,105,BarChart - all same color,-0.3272164,0.035795,0.0425158
2014-11-20-19-50,106,BarChart - all same color,-1.83408,0.5265792,0.5281339
2014-11-20-19-50,107,BarChart - mark w/color,2.9489497,0.1533662,0.0773975
2014-11-20-19-50,108,BarChart - mark w/color,2.887986,0.7045489,0.6317753
2014-11-20-19-50,109,BarChart - all same color,1.2511473,0.8451002,0.8676532
2014-11-20-19-50,110,BarChart - all different color,2.3212102,0.1110691,0.1597942
2014-11-20-19-50,111,BarChart - white,1.0045846,0.6141673,0.632981
2014-11-20-19-50,112,BarChart - all same color,1.8694677,0.3928132,0.4281029
2014-11-20-19-50,113,BarChart - white,2.6660423,0.3815443,0.3193257
2014-11-20-19-50,114,BarChart - all different color,1.3478855,0.9688564,0.9930602
2014-11-20-19-50,115,BarChart - all different color,2.1679106,0.2482819,0.2919691
2014-11-20-19-50,116,BarChart - white,1.4118503,0.7453035,0.7706613
2014-11-20-19-50,117,BarChart - mark w/color,0.0978577,0.3355005,0.3260486
2014-11-20-19-50,118,BarChart - all same color,2.4820059,0.459939,0.4053217
2014-11-20-19-50,119,BarChart - mark w/color,1.7874867,0.3440358,0.3107645
